stuid,schoolid,days_absent,miles_to_school,pre_test_read,pre_test_math,treatment,atrisk,grade,female
1162,E,7,3.5319912,760,717,1,1,12,1
1163,E,6,2.6751182,752,756,1,1,12,0
1164,E,2,.042669643,777,747,1,0,9,0
1165,E,0,3.2669771,714,750,1,0,9,0
1166,E,4,2.7371023,756,747,1,1,9,0
1167,E,0,1.3409655,739,748,1,0,9,0
1168,E,6,2.7773001,721,766,1,0,12,1
1169,E,2,2.9735985,726,761,1,0,10,0
1170,E,3,5.3677278,739,766,1,1,11,1
1171,E,0,3.477849,786,741,1,0,9,0
1172,E,0,3.0842831,742,767,1,0,10,0
1173,E,6,2.1905615,742,753,1,1,12,1
1174,E,3,3.565284,741,768,1,0,10,0
1175,E,7,3.991636,798,699,1,1,9,0
1176,E,4,4.6266789,779,746,1,1,10,1
1177,E,0,4.1049457,733,769,1,0,9,0
1178,E,5,1.4881519,751,796,1,1,9,0
1179,E,4,3.5437877,741,726,1,0,12,1
1180,E,2,.18735446,748,768,1,1,10,0
1181,E,2,3.1774888,745,772,1,0,9,0
1182,E,0,2.3963964,732,755,1,0,9,0
1183,E,7,1.4086938,758,768,1,1,12,1
1184,E,6,3.0235221,736,715,1,0,11,0
1185,E,1,2.1305873,757,775,1,1,9,0
1186,E,0,2.3783178,710,712,1,0,9,0
1187,E,5,3.4944305,708,787,1,0,12,0
1188,E,0,2.4704087,708,768,1,0,9,1
1189,E,0,4.4648008,720,741,1,0,9,1
1190,E,3,4.698905,760,761,1,1,9,0
1191,E,4,1.8426344,715,752,1,0,11,1
1192,E,7,4.3842015,777,788,1,1,12,1
1193,E,3,1.0259774,727,666,1,1,9,1
1194,E,6,1.651795,765,749,1,1,10,0
1195,E,2,3.8385904,770,758,1,0,11,1
1196,E,0,3.2777622,724,802,1,0,9,1
1197,E,4,4.2172794,741,768,1,1,10,0
1198,E,2,.87294799,763,755,1,1,11,1
1199,E,3,1.8706014,741,774,1,1,11,0
1200,E,1,2.1042187,744,735,1,0,9,1
1201,E,5,1.7066015,747,758,1,1,11,1
1202,E,7,2.4363918,766,680,1,0,12,0
1203,E,3,2.2677219,762,709,1,0,12,0
1204,E,0,2.6782401,805,726,1,0,11,1
1205,E,7,8.0382919,745,779,1,1,10,0
1206,E,5,3.1857643,761,771,1,1,11,1
1207,E,2,1.4540461,742,744,1,0,12,0
1208,E,2,3.0518267,754,746,1,0,10,0
1209,E,0,3.7338424,708,711,1,0,11,1
1210,E,0,5.5884609,742,778,1,0,11,0
1211,E,2,1.0603182,732,774,1,0,10,1
1212,E,1,2.4660196,737,793,1,0,9,0
1213,E,7,3.9368927,745,798,1,1,12,0
1214,E,7,2.8557067,781,755,1,1,12,1
1215,E,7,1.6982131,735,738,1,0,12,0
1216,E,2,2.1957226,762,741,1,1,10,0
1217,E,2,2.036797,746,742,1,0,10,0
1218,E,0,2.2176991,713,777,1,0,9,0
1219,E,1,2.5019071,747,740,1,0,9,0
1220,E,2,3.0292504,701,768,1,0,12,0
1221,E,6,3.114924,777,787,1,1,12,0
1222,E,3,2.2714305,727,744,1,0,9,0
1223,E,0,4.1647754,754,754,1,0,10,0
1224,E,5,1.7054211,766,710,1,0,9,1
1225,E,8,5.8466873,735,744,1,1,11,0
1226,E,10,.30616266,781,771,1,0,12,1
1227,E,0,2.628705,662,812,1,0,9,0
1228,E,6,3.0081637,762,757,1,1,11,1
1229,E,2,2.3061655,734,792,1,0,9,0
1230,E,7,3.4210184,734,731,1,1,10,1
1231,E,0,5.3523092,764,736,1,0,9,1
1232,E,5,2.9566526,799,688,1,1,10,0
1233,E,0,3.0041797,742,795,1,0,11,0
1234,E,0,2.468154,678,722,1,0,10,1
1235,E,3,4.9598551,821,831,1,1,10,1
1236,E,2,3.8805835,696,739,1,1,9,0
1237,E,0,1.8687936,741,706,1,0,10,0
1238,E,4,2.1290472,718,758,1,0,12,1
1239,E,4,3.3251309,733,761,1,1,11,1
1240,E,6,2.3710055,804,730,1,1,12,1
1241,E,0,4.8200779,743,749,1,0,11,1
1242,E,0,3.4311125,787,793,1,0,11,1
1243,E,8,5.4088182,731,741,1,1,12,0
1244,E,0,4.9884801,766,800,1,0,10,0
1245,E,0,5.0404267,763,804,1,0,9,0
1246,E,0,2.1644523,739,703,1,0,10,1
1247,E,5,2.7560763,719,766,1,0,11,0
1248,E,0,1.5560397,769,802,1,0,10,0
1249,E,2,1.8828778,817,723,1,1,10,1
1250,E,5,3.0853872,744,699,1,1,10,0
1251,E,1,1.535265,757,697,1,0,10,0
1252,E,3,6.3152552,750,727,1,0,12,0
1253,E,0,2.5292256,758,792,1,0,9,1
1254,E,2,1.7666266,719,747,1,1,9,1
1255,E,3,.98474282,850,760,1,0,12,0
1256,E,0,2.7905676,755,764,1,0,10,0
1257,E,0,4.051125,718,718,1,0,9,0
1258,E,4,4.8720875,750,747,1,1,9,1
1259,E,1,4.0122123,795,715,1,0,10,0
1260,E,4,1.6527001,737,758,1,1,9,0
1261,E,4,4.2017078,778,710,1,1,10,0
1262,E,4,4.1393394,710,752,1,1,11,1
1263,E,6,.63100016,719,732,1,1,12,1
1264,E,2,3.4274056,733,728,1,0,9,1
1265,E,0,5.0883741,718,749,1,0,10,1
1266,E,4,2.9241238,708,724,1,0,12,1
1267,E,2,2.0712152,798,734,1,0,10,0
1268,E,1,3.4321957,816,771,1,0,9,1
1269,E,5,4.4172382,764,719,1,1,11,0
1270,E,0,2.2150733,747,665,1,0,11,1
1271,E,3,2.9059615,743,755,1,0,12,1
1272,E,0,2.2634473,833,741,1,0,11,0
1273,E,7,1.2819461,733,726,1,1,12,0
1274,E,2,3.4186022,813,786,1,1,11,1
1275,E,0,2.611583,665,795,1,0,9,1
1276,E,0,.55348271,796,782,1,0,10,0
1277,E,7,2.3141024,754,797,1,0,12,1
1278,E,3,2.2745745,654,718,1,0,11,1
1279,E,0,2.5786152,846,681,1,0,10,1
1280,E,7,4.9699984,717,729,1,1,12,0
1281,E,7,3.7941236,744,723,1,1,11,1
1282,E,1,5.0195632,731,727,1,0,11,1
1283,E,0,2.520556,722,779,1,0,10,0
1284,E,3,1.1193705,850,747,1,1,11,0
1285,E,1,4.0748644,741,766,1,0,11,1
1286,E,2,5.4803438,759,679,1,0,11,1
1287,E,6,1.7299728,802,750,1,1,10,0
1288,E,0,2.4249654,769,741,1,0,11,0
1289,E,0,3.0778656,772,825,1,0,11,0
1290,E,3,1.2533168,756,762,1,0,12,0
1291,E,1,2.0958982,738,744,1,0,10,0
1292,E,5,3.9641941,710,723,1,1,12,0
1293,E,0,3.5070186,755,736,1,0,9,1
1294,E,3,3.1075804,763,743,1,1,11,1
1295,E,3,.5486384,738,754,1,0,12,1
1296,E,0,4.3415446,716,748,1,0,9,1
1297,E,3,2.1630182,731,793,1,0,12,0
1298,E,0,.31267378,723,760,1,0,10,1
1299,E,5,4.6397986,733,763,1,1,11,1
1300,E,1,2.5281725,707,732,1,0,11,0
1301,E,3,2.6291084,695,748,1,1,10,0
1302,E,2,2.3442214,753,710,1,1,9,0
1303,E,5,5.7185907,774,719,1,0,9,0
1304,E,0,4.2923574,766,722,1,0,10,1
1305,E,3,2.1479437,811,762,1,1,11,1
1306,E,5,4.2270107,716,754,1,1,12,1
1307,E,6,5.9499221,760,742,1,0,9,1
1308,E,4,2.0833757,716,761,1,0,12,1
1309,E,0,6.0123863,725,695,1,0,9,1
1310,E,3,2.9758434,734,746,1,1,11,0
1311,E,0,3.2768235,730,777,1,0,9,1
1312,E,1,4.7317629,741,746,1,0,11,1
1313,E,6,3.2164876,715,678,1,0,12,1
1314,E,2,.77630574,771,788,1,0,9,1
1315,E,3,3.3785019,669,691,1,1,9,1
1316,E,12,7.6974926,744,772,1,0,10,1
1317,E,1,3.7098958,746,723,1,0,10,1
1318,E,2,3.6876984,741,802,1,0,10,1
1319,E,0,2.4608181,737,750,1,0,9,1
1320,E,1,3.5776286,791,792,1,1,9,0
1321,E,2,5.4371738,718,709,1,0,10,1
1322,E,4,3.1965854,730,745,1,1,9,1
1323,E,2,4.3502383,765,661,1,1,9,0
1324,E,0,5.4076347,767,734,1,0,9,1
1325,E,1,3.8449757,755,760,1,0,10,0
1326,E,0,3.5895896,751,791,1,0,10,0
1327,E,2,2.1011527,737,712,1,1,10,0
1328,E,4,3.1381311,779,740,1,1,9,0
1329,E,5,5.679368,792,773,1,1,12,1
1330,E,3,2.55545,755,791,1,0,12,0
1331,E,0,2.9558799,775,756,1,0,10,0
1332,E,6,2.7823808,749,678,1,1,11,0
1333,E,0,4.3878293,740,710,1,0,9,0
1334,E,0,4.386673,774,771,1,0,11,0
1335,E,4,2.5708945,697,780,1,0,12,1
1336,E,0,3.1384552,775,756,1,0,9,0
1337,E,0,6.059845,731,735,1,0,11,0
1338,E,0,3.1088214,779,722,1,0,9,1
1339,E,7,3.8492539,725,727,1,1,11,0
1340,E,2,4.0812607,760,747,1,1,10,1
1341,E,4,1.7850841,722,716,1,1,10,0
1342,E,2,5.6711617,722,714,1,0,12,1
1343,E,3,.68648481,749,724,1,1,9,1
1344,E,6,4.2511415,694,810,1,1,12,1
1345,E,6,1.9666348,750,770,1,1,12,0
1346,E,3,2.4560223,748,747,1,1,11,0
1347,E,5,2.2573216,735,717,1,0,12,0
1348,E,9,6.0145874,781,734,1,1,12,0
1349,E,5,1.9197384,719,718,1,1,9,0
1350,E,3,3.4964824,724,750,1,1,11,0
1351,E,2,1.929901,740,788,1,1,11,1
1352,E,4,3.1860197,728,725,1,1,9,0
1353,E,8,1.4580168,716,715,1,1,12,1
1354,E,3,2.0157504,727,739,1,0,10,0
1355,E,2,3.0874748,752,747,1,0,9,1
1356,E,0,3.1856589,755,754,1,0,11,0
1357,E,0,3.903857,751,778,1,0,9,0
1358,E,2,5.7372055,758,758,1,0,10,0
1359,E,2,5.5991058,746,785,1,0,11,0
1360,E,0,3.5172312,764,823,1,0,9,0
1361,E,13,2.8814192,745,748,1,0,12,0
1362,E,7,3.149636,744,751,1,0,12,1
1363,E,5,3.496726,707,758,1,1,12,0
1364,E,7,2.5573447,804,754,1,1,12,1
1365,E,0,3.3841376,716,751,1,0,11,1
1366,E,6,6.2956371,694,754,1,0,9,0
1367,E,0,1.3874885,795,742,1,0,10,0
1368,E,2,5.8108649,762,784,1,0,11,0
1369,E,0,2.6654935,759,751,1,0,10,0
1370,E,2,6.7111473,769,775,1,0,11,0
1371,E,5,2.183954,708,714,1,0,12,0
1372,E,1,5.2557631,780,751,1,0,10,0
1373,E,5,3.6739721,750,705,1,1,9,0
1374,E,7,3.4267685,729,698,1,0,9,0
1375,E,0,1.0791692,783,744,1,0,11,0
1376,E,4,2.4155812,720,733,1,1,9,0
1377,E,2,7.0913372,744,733,1,0,9,0
1378,E,4,1.519136,771,774,1,1,10,0
1379,E,3,1.3492655,708,816,1,0,12,1
1380,E,2,4.4097595,708,753,1,0,11,0
1381,E,3,4.3340263,737,708,1,1,10,1
1382,E,1,3.9665165,795,706,1,0,10,1
1383,E,1,4.0318508,708,828,1,0,9,0
1384,E,2,4.8546271,790,823,1,1,9,0
1385,E,6,1.8570237,713,727,1,1,12,1
1386,E,0,1.9851471,763,676,1,0,10,1
1387,E,2,3.6861625,769,771,1,1,9,0
1388,E,4,2.7541485,751,751,1,0,12,0
1389,E,0,1.5609723,747,749,1,0,9,0
1390,E,2,.88508689,756,752,1,1,10,0
1391,E,6,5.5431843,825,729,1,1,11,0
1392,E,0,.45434645,814,799,1,0,9,1
1393,E,1,4.8479099,737,709,1,0,9,1
1394,E,4,4.4875712,745,751,1,0,10,1
1395,E,1,.89704126,771,699,1,0,10,0
1396,E,1,4.5179806,746,670,1,0,9,0
1397,E,6,.92245698,850,745,1,0,11,0
1398,E,9,4.4664493,730,741,1,0,10,1
1399,E,1,3.2775269,685,705,1,0,10,0
1400,E,0,3.8285365,792,781,1,0,11,0
1401,E,1,2.0799775,719,730,1,1,9,1
1402,E,0,2.8130908,730,736,1,0,11,0
1403,E,0,2.1050379,737,754,1,0,9,1
1404,E,0,4.5192719,752,740,1,0,10,1
1405,E,4,3.3354449,731,781,1,0,12,1
1406,E,0,.097033001,765,725,1,0,11,1
1407,E,2,3.5952878,804,650,1,1,10,1
1408,E,3,2.1319008,775,791,1,1,9,0
1409,E,6,2.6533151,747,722,1,1,12,0
1410,E,2,3.5587902,763,761,1,1,10,0
1411,E,1,5.7203078,828,700,1,0,9,0
1412,E,0,2.2991145,732,747,1,0,11,0
1413,E,8,3.2405772,733,690,1,1,12,0
1414,E,4,4.7583132,742,719,1,0,12,1
1415,E,0,3.142679,762,804,1,0,9,1
1416,E,8,4.1876044,766,741,1,0,12,1
1417,E,10,4.0529618,789,770,1,0,12,1
1418,E,0,3.8550189,789,750,1,0,11,0
1419,E,15,3.0114288,765,749,1,1,10,0
1420,E,2,.42797667,792,744,1,1,11,0
1421,E,0,.78468871,763,730,1,0,9,1
1422,E,3,3.3216884,799,729,1,0,11,0
1423,E,6,3.351815,773,779,1,0,10,1
1424,E,6,4.4389658,723,718,1,1,12,1
1425,E,3,4.2425761,763,791,1,1,9,0
1426,E,0,4.7202363,773,749,1,0,10,0
1427,E,0,.90199941,780,818,1,0,10,0
1428,E,4,6.1360779,727,755,1,0,9,0
1429,E,6,4.3702011,740,808,1,0,9,1
1430,E,7,3.3749964,712,752,1,1,12,0
1431,E,5,3.9635255,762,707,1,1,10,1
1432,E,2,2.8736944,737,749,1,1,10,1
1433,E,0,1.1138742,697,720,1,0,11,1
1434,E,2,4.2913857,737,731,1,1,10,0
1435,E,0,2.4251873,788,691,1,0,9,1
1436,E,3,2.5233164,749,747,1,0,12,0
1437,E,0,1.2850469,728,792,1,0,11,0
1438,E,2,5.3858171,756,778,1,0,10,0
1439,E,4,5.8281446,732,677,1,1,9,0
1440,E,0,2.8536396,824,741,1,0,10,1
1441,E,5,1.9385738,770,808,1,1,12,1
1442,E,3,2.5755124,750,800,1,1,9,1
1443,E,8,2.6262426,796,773,1,1,11,1
1444,E,1,1.845641,738,757,1,1,10,1
1445,E,3,2.5611148,726,714,1,1,11,1
1446,E,3,1.6106726,748,780,1,0,11,0
1447,E,2,2.7763798,765,775,1,1,9,1
1448,E,0,1.3428233,675,762,1,0,9,1
1449,E,4,2.5377245,746,752,1,0,12,0
1450,E,4,5.381022,716,778,1,0,12,1
1451,E,4,3.9832945,758,750,1,1,9,1
1452,E,0,2.4242752,754,730,1,0,10,1
1453,E,1,1.8067832,721,814,1,1,9,0
1454,E,0,4.0193186,720,711,1,0,11,1
1455,E,1,.67606556,716,753,1,0,9,0
1456,E,4,3.3137486,724,769,1,1,10,0
1457,E,2,2.1331685,729,740,1,1,9,0
1458,E,0,4.9442482,723,772,1,0,9,1
1459,E,3,5.8513365,681,730,1,1,10,1
1460,E,0,4.6599846,762,745,1,0,10,1
1461,E,6,2.099174,736,650,1,1,12,1
1462,E,1,3.958277,770,773,1,0,10,0
1463,E,0,3.4587379,742,797,1,0,9,0
1464,E,3,2.6279581,757,712,1,0,12,1
1465,E,2,3.7660117,722,815,1,1,9,1
1466,E,0,1.0752023,804,779,1,0,11,1
1467,E,0,2.9852784,793,801,1,0,11,1
1468,E,0,3.0354643,765,769,1,0,10,0
1469,E,2,4.040247,786,723,1,1,10,1
1470,E,0,4.7151113,777,761,1,0,11,1
1471,E,0,3.6352572,724,743,1,0,10,1
1472,E,3,3.2023091,724,738,1,1,10,0
1473,E,2,4.1363497,748,705,1,1,9,0
1474,E,0,3.2161489,737,686,1,0,10,0
1475,E,2,4.0980682,720,672,1,1,9,0
1476,E,4,3.0931287,676,773,1,0,9,1
1477,E,0,.72257966,729,719,1,0,9,0
1478,E,5,4.7227802,795,774,1,0,11,1
1479,E,0,1.0647275,736,783,1,0,11,1
1480,E,12,.84265077,714,780,1,0,9,1
1481,E,0,4.8278842,706,734,1,0,10,0
1482,E,0,2.8415082,822,791,1,0,9,0
1483,E,0,3.4621844,756,794,1,0,11,0
1484,E,0,3.3465567,738,744,1,0,9,1
1485,E,1,2.8630872,727,779,1,0,11,1
1486,E,2,2.9680004,721,769,1,1,10,1
1487,E,2,3.3412497,723,816,1,1,9,0
1488,E,0,2.3453388,722,781,1,0,9,1
1489,E,0,4.3769898,709,742,1,0,9,0
1490,E,1,1.2452068,750,764,1,0,11,1
1491,E,0,1.9331433,714,797,1,0,9,0
1492,E,0,1.9698048,767,731,1,0,9,0
1493,E,0,5.0177293,762,835,1,0,10,0
1494,E,5,4.5034313,725,735,1,1,11,1
1495,E,13,1.7232783,763,725,1,1,10,1
1496,E,0,1.7516022,761,748,1,0,10,1
1497,E,0,2.9502492,739,787,1,0,9,1
1498,E,5,1.7245662,734,768,1,0,12,0
1499,E,0,2.4396529,743,761,1,0,9,0
1500,E,2,5.8317499,777,687,1,0,11,1
1501,E,2,2.5548232,775,732,1,0,11,1
1502,E,0,4.7041593,697,804,1,0,9,0
1503,E,0,3.186965,769,751,1,0,10,1
1504,E,6,.45209458,712,791,1,1,11,0
1505,E,2,2.2044635,767,750,1,0,11,0
1506,E,0,3.3409088,755,776,1,0,9,1
1507,E,1,3.5014606,778,758,1,1,9,0
1508,E,2,5.5439277,767,757,1,1,10,0
1509,E,3,4.1836209,713,739,1,0,12,1
1510,E,4,3.5453606,732,758,1,0,11,0
1511,E,0,2.2768681,689,771,1,0,11,1
1512,E,3,2.7986543,754,747,1,1,9,0
1513,E,0,2.5004253,758,725,1,0,11,0
1514,E,3,3.3716846,725,794,1,0,9,0
1515,E,5,1.8033966,721,749,1,1,11,0
1516,E,0,2.2665558,744,719,1,0,9,1
1517,E,4,2.9399362,791,762,1,1,9,0
1518,E,7,2.3343947,712,794,1,1,9,1
1519,E,0,2.4972823,766,780,1,0,9,0
1520,E,0,2.6154928,773,803,1,0,9,1
1521,E,5,2.8636811,758,753,1,0,12,0
1522,E,2,5.778244,725,804,1,0,11,1
1523,E,2,4.3199854,760,732,1,0,11,1
1524,E,2,2.5390623,729,710,1,1,9,0
1525,E,7,3.1568122,822,775,1,1,12,1
1526,E,3,.7379961,676,781,1,1,11,0
1527,E,0,5.1155319,698,738,1,0,10,0
1528,E,2,7.015161,782,726,1,0,10,0
1529,E,4,3.2922943,735,755,1,1,11,1
1530,E,1,4.9726872,766,795,1,0,9,0
1531,E,3,2.7120533,764,802,1,1,11,1
1532,E,4,4.6895823,712,773,1,0,12,0
1533,E,1,3.1216128,759,756,1,1,9,0
1534,E,6,3.6180706,726,735,1,0,10,1
1535,E,3,3.3032799,742,753,1,0,12,1
1536,E,2,5.1424356,798,737,1,0,9,1
1537,E,2,2.8150616,752,792,1,1,10,0
1538,E,0,3.5290554,739,761,1,0,9,1
1539,E,7,4.6400738,766,750,1,1,12,0
1540,E,3,2.2882195,740,721,1,1,11,0
1541,E,4,3.3736489,761,768,1,0,10,0
1542,E,2,3.2408321,745,752,1,1,9,1
1543,E,2,2.1003916,751,762,1,0,10,0
1544,E,2,4.6807485,774,807,1,1,10,1
1545,E,1,1.5683206,710,758,1,0,11,0
1546,E,0,1.0084282,729,739,1,0,11,0
1547,E,0,5.0227776,756,726,1,0,9,1
1548,E,0,.81930679,727,737,1,0,10,0
1549,E,1,1.8542877,744,775,1,1,10,1
1550,E,6,1.5844121,771,722,1,0,11,0
1551,E,0,.35401249,815,705,1,0,9,1
1552,E,0,4.1138725,689,772,1,0,9,1
1553,E,4,4.2766519,742,782,1,0,12,0
1554,E,0,2.7032812,751,790,1,0,10,0
1555,E,5,3.461817,765,769,1,0,12,0
1556,E,5,5.2187934,724,758,1,1,10,0
1557,E,3,3.820473,781,790,1,1,10,0
1558,E,3,4.1152401,723,721,1,0,12,1
1559,E,0,4.5131397,754,769,1,0,11,0
1560,E,3,3.6163049,698,738,1,0,11,0
1561,E,0,2.5865741,798,751,1,0,11,1
1562,E,3,3.1363666,723,759,1,0,9,0
1563,E,0,4.2818251,745,753,1,0,10,1
1564,E,0,1.5341432,824,682,1,0,10,1
1565,E,4,4.9117446,752,744,1,0,12,1
1566,E,0,4.6835861,724,761,1,0,9,1
1567,E,3,3.3122771,697,714,1,1,11,1
1568,E,4,2.2779033,745,708,1,1,9,0
1569,E,3,1.3129114,773,773,1,0,12,1
1570,E,0,1.6907337,722,736,1,0,10,0
1571,E,0,4.2460499,666,742,1,0,11,1
1572,E,6,2.7960634,736,764,1,1,12,0
1573,E,2,2.9070742,773,761,1,0,12,1
1574,E,3,.77926183,821,786,1,1,10,0
1575,E,3,2.8089924,742,695,1,0,12,1
1576,E,3,4.0587006,719,766,1,1,11,0
1577,E,2,2.7480459,762,764,1,1,10,1
1578,E,0,.37019148,717,745,1,0,11,1
1579,E,0,4.4684787,767,733,1,0,10,1
1580,E,7,1.5323197,728,781,1,1,12,0
1581,E,1,2.0759726,699,728,1,1,9,0
1582,E,1,4.620295,792,763,1,0,10,1
1583,E,0,3.9452834,768,786,1,0,9,1
1584,E,2,3.5941656,721,764,1,1,9,0
1585,E,4,4.4869318,756,735,1,1,9,1
1586,E,2,4.9856019,668,722,1,1,9,1
1587,E,3,3.2087967,788,803,1,0,10,0
1588,E,3,2.8533444,709,705,1,1,10,0
1589,E,1,5.3052607,765,746,1,0,11,0
1590,E,3,5.46909,749,788,1,1,10,0
1591,E,1,1.6714108,693,746,1,0,11,1
1592,E,0,3.961482,724,778,1,0,10,1
1593,E,0,4.2566757,757,726,1,0,11,0
1594,E,2,1.9623481,778,723,1,1,10,0
1595,E,0,6.0234513,731,727,1,0,10,1
1596,E,1,3.489126,727,764,1,0,9,1
1597,E,1,1.2195354,777,770,1,1,10,1
1598,E,2,2.7282362,739,717,1,1,10,0
1599,E,3,2.8654885,811,741,1,1,9,1
1600,E,0,4.2600131,790,714,1,0,9,1
1601,F,2,5.1133223,723,726,0,0,10,1
1602,F,2,3.236618,737,716,0,0,10,1
1603,F,3,4.4145589,780,787,0,0,10,0
1604,F,3,4.4225225,778,798,0,0,9,1
1605,F,6,2.5570197,744,790,0,1,11,1
1606,F,5,2.7999735,770,737,0,0,11,0
1607,F,2,2.156769,812,805,0,0,9,1
1608,F,3,7.991652,784,788,0,0,12,0
1609,F,1,4.9816394,721,734,0,0,10,1
1610,F,8,2.4910865,760,733,0,1,9,0
1611,F,5,2.1374013,745,715,0,0,12,0
1612,F,8,2.0647981,759,716,0,0,10,0
1613,F,4,1.4347317,702,720,0,0,10,0
1614,F,5,5.0020795,792,714,0,0,10,1
1615,F,7,6.383738,820,740,0,1,12,1
1616,F,2,2.7029798,726,748,0,0,9,1
1617,F,5,5.9709067,756,780,0,1,10,0
1618,F,11,1.8476323,703,826,0,1,10,0
1619,F,7,4.3405218,755,742,0,0,9,0
1620,F,4,1.848419,767,731,0,0,9,1
1621,F,7,3.4159482,745,711,0,1,9,0
1622,F,6,.12374938,767,820,0,1,11,0
1623,F,4,4.7880473,674,787,0,0,10,1
1624,F,5,2.1264486,784,795,0,1,9,1
1625,F,5,2.1076086,753,778,0,1,9,0
1626,F,3,3.1893198,746,710,0,0,9,1
1627,F,7,.85540372,727,722,0,0,11,0
1628,F,2,5.5667343,757,764,0,0,9,1
1629,F,4,.86873227,755,740,0,1,11,1
1630,F,1,2.387928,835,778,0,0,9,1
1631,F,8,1.6864842,686,772,0,0,10,1
1632,F,6,4.7505169,771,745,0,1,10,0
1633,F,8,2.7273304,771,745,0,1,9,0
1634,F,10,2.5472934,800,777,0,1,10,0
1635,F,3,2.1319554,776,798,0,0,11,1
1636,F,5,5.9478903,754,741,0,1,9,1
1637,F,6,2.5751593,719,771,0,1,11,0
1638,F,9,3.7421517,783,713,0,0,9,0
1639,F,11,3.6325302,757,769,0,1,9,0
1640,F,3,3.3823233,784,748,0,0,10,0
1641,F,5,1.1613579,757,751,0,1,10,1
1642,F,8,2.7548695,682,797,0,0,10,1
1643,F,2,1.2516969,700,776,0,0,11,0
1644,F,6,2.8854239,706,764,0,0,9,1
1645,F,4,3.3305988,702,746,0,0,10,0
1646,F,5,4.1004496,736,764,0,1,10,1
1647,F,3,4.4478545,749,736,0,0,12,1
1648,F,8,1.2438867,846,750,0,1,10,0
1649,F,5,.6217041,710,728,0,0,10,0
1650,F,2,1.5777602,753,777,0,0,9,1
1651,F,2,1.4971349,759,753,0,0,10,0
1652,F,5,1.729358,742,797,0,0,9,1
1653,F,3,6.6098142,790,809,0,0,10,0
1654,F,5,4.3938389,687,830,0,0,10,0
1655,F,4,4.2089496,794,758,0,0,11,0
1656,F,4,1.048784,796,725,0,0,12,0
1657,F,2,1.0824515,759,740,0,0,9,0
1658,F,6,4.9185381,758,759,0,1,12,0
1659,F,5,1.4495031,756,783,0,1,10,1
1660,F,8,3.0113044,760,782,0,1,9,1
1661,F,2,3.4776876,757,741,0,0,12,1
1662,F,6,1.582615,777,757,0,1,11,1
1663,F,2,.71257383,764,745,0,0,10,1
1664,F,8,3.1986682,731,728,0,1,10,0
1665,F,3,4.4951329,758,750,0,0,9,1
1666,F,8,2.3864303,744,768,0,1,10,0
1667,F,2,3.382525,748,725,0,0,12,1
1668,F,4,2.3016505,757,733,0,0,9,0
1669,F,5,.07964202,692,784,0,1,10,1
1670,F,8,2.3515809,838,735,0,1,10,1
1671,F,6,1.9308605,784,776,0,0,10,1
1672,F,3,2.6703348,698,724,0,0,9,0
1673,F,3,.088411964,756,781,0,0,10,1
1674,F,8,2.5773568,744,816,0,1,10,1
1675,F,5,3.5023818,722,792,0,0,10,0
1676,F,5,2.5528047,771,824,0,1,10,1
1677,F,2,2.1069114,773,729,0,0,10,0
1678,F,4,4.04353,748,730,0,1,12,1
1679,F,4,3.2847872,767,749,0,0,11,0
1680,F,8,2.6593275,777,729,0,1,9,0
1681,F,6,1.5546424,779,758,0,1,11,0
1682,F,5,1.9479591,742,712,0,0,11,1
1683,F,2,2.5646129,761,809,0,0,11,0
1684,F,2,.43489188,722,733,0,0,9,0
1685,F,7,3.8702383,723,744,0,1,9,0
1686,F,9,4.5490894,780,742,0,1,10,0
1687,F,6,6.1171641,696,729,0,1,11,0
1688,F,4,3.0800028,763,762,0,1,12,1
1689,F,11,.65638399,767,749,0,1,9,1
1690,F,6,3.9665883,745,696,0,1,9,0
1691,F,5,5.7202115,785,723,0,0,11,1
1692,F,6,3.7290361,727,729,0,1,10,1
1693,F,8,3.7763097,760,726,0,1,12,1
1694,F,2,7.1952467,689,795,0,0,10,0
1695,F,2,3.8580978,735,801,0,0,9,0
1696,F,2,3.5432489,721,696,0,0,12,0
1697,F,6,5.3356466,735,754,0,1,10,1
1698,F,7,.46817893,717,722,0,0,11,1
1699,F,3,1.7858621,772,757,0,0,9,0
1700,F,5,3.3647385,682,776,0,1,9,0
1701,F,2,.47585309,718,742,0,0,11,1
1702,F,3,5.3055105,768,697,0,0,11,0
1703,F,2,3.6357455,784,741,0,0,12,0
1704,F,4,2.2955511,810,764,0,0,10,1
1705,F,11,4.1716819,774,707,0,0,10,1
1706,F,4,2.4633696,766,750,0,0,11,0
1707,F,7,1.9667096,727,801,0,0,11,0
1708,F,3,2.6444681,778,700,0,0,10,0
1709,F,4,1.9179209,714,774,0,1,9,0
1710,F,6,2.5893264,683,728,0,1,10,1
1711,F,5,1.1880536,769,779,0,1,11,0
1712,F,2,5.2699485,766,791,0,0,9,0
1713,F,4,1.1551795,822,723,0,1,12,0
1714,F,3,4.3534164,709,754,0,0,10,1
1715,F,1,1.1774266,787,733,0,0,10,1
1716,F,5,2.5390604,737,768,0,1,12,0
1717,F,4,.056125373,702,708,0,1,12,0
1718,F,8,1.7948636,689,745,0,1,10,1
1719,F,3,.64321607,783,776,0,0,9,1
1720,F,1,.21818461,714,757,0,0,9,0
1721,F,1,4.1088791,773,729,0,0,10,1
1722,F,2,2.9833708,729,717,0,0,11,1
