stuid,schoolid,female,grade,atrisk,ell,iep,treatment,classroom,pre_test_math,pre_test_read,post_test_math
1170,B,1,,1,0,1,0,56,733,772,697
1171,B,1,7,0,0,0,0,50,767,748,728
1172,B,1,8,1,1,0,0,56,845,743,827
1173,B,1,,0,0,0,0,57,761,733,721
1174,B,1,7,1,0,0,0,58,730,709,660
1175,B,1,,0,0,0,0,58,778,760,726
1176,B,0,7,0,1,0,0,59,756,788,730
1177,B,1,7,1,0,0,1,33,753,735,741
1178,B,1,7,0,0,0,0,43,691,771,717
1179,B,0,8,0,0,0,0,48,735,753,722
1180,B,0,8,1,1,0,0,44,681,749,650
1181,B,1,7,0,1,0,0,56,748,776,695
1182,B,0,8,0,0,0,0,51,726,761,693
1183,B,0,8,0,0,0,0,56,703,756,698
1184,B,0,8,0,1,0,0,48,749,750,766
1185,B,0,,0,0,0,0,48,767,710,790
1186,B,0,8,0,0,0,0,55,763,688,706
1187,B,0,,0,0,0,0,39,701,735,733
1188,B,0,,1,0,1,0,52,733,732,747
1189,B,1,7,0,0,0,0,38,761,686,760
1190,B,0,7,0,0,0,1,35,697,700,677
1191,B,0,7,1,0,0,1,36,770,810,781
1192,B,1,7,0,1,0,0,57,729,782,736
1193,B,1,8,0,0,0,0,50,796,772,805
1194,B,1,,1,0,0,1,31,737,747,703
1195,B,1,7,1,0,0,0,59,777,754,743
1196,B,0,,0,1,1,0,56,746,722,704
1197,B,0,8,0,1,0,0,54,740,736,692
1198,B,0,,0,0,0,0,42,742,744,741
1199,B,1,,1,0,0,0,42,759,736,764
1200,B,1,7,0,0,0,1,32,813,756,766
1201,B,1,,0,0,1,1,32,704,742,654
1202,B,0,8,0,0,0,0,58,718,761,695
1203,B,1,,0,0,0,0,50,717,739,730
1204,B,1,7,1,0,0,0,44,736,697,666
1205,B,1,,1,0,0,1,32,734,749,662
1206,B,1,,0,1,0,1,30,726,755,727
1207,B,1,,0,1,0,0,54,720,745,701
1208,B,0,8,0,1,0,0,59,746,754,726
1209,B,0,7,0,0,0,0,54,755,771,742
1210,B,0,8,0,0,0,0,47,771,769,699
1211,B,0,,0,1,0,0,48,650,685,650
1212,B,0,7,0,1,0,0,47,760,767,711
1213,B,1,8,0,0,1,0,54,707,710,664
1214,B,1,8,0,1,0,0,42,812,772,766
1215,B,1,7,0,0,0,0,45,701,759,706
1216,B,1,,0,0,0,0,54,746,727,724
1217,B,0,,0,1,1,0,54,766,693,762
1218,B,0,,1,0,0,0,41,709,793,662
1219,B,1,8,1,1,0,0,58,782,744,763
1220,B,1,7,0,0,1,0,38,746,728,718
1221,B,0,8,0,1,0,0,58,773,732,742
1222,B,1,,1,1,0,0,53,740,729,732
1223,B,0,7,0,1,0,0,48,768,811,755
1224,B,1,7,0,0,0,0,40,754,737,750
1225,B,1,8,0,1,0,0,56,708,709,700
1226,B,0,,1,0,0,1,30,723,777,731
1227,B,1,8,0,0,0,0,58,780,746,745
1228,B,0,8,0,0,1,0,47,781,805,751
1229,B,1,8,0,0,0,0,41,719,765,727
1230,B,1,,1,0,0,1,34,724,779,721
1231,B,0,7,0,0,0,0,43,760,737,716
1232,B,1,7,0,0,1,0,40,766,806,738
1233,B,0,,1,0,0,1,31,747,760,719
1234,B,1,7,0,0,0,0,39,710,754,701
1235,B,1,,0,0,1,0,42,813,717,772
1236,B,1,8,1,0,0,0,47,712,748,713
1237,B,1,8,0,0,0,1,35,730,737,721
1238,B,1,,0,0,0,0,51,761,715,697
1239,B,1,8,0,1,0,0,48,753,690,748
1240,B,0,8,0,0,0,0,38,680,713,650
1241,B,1,8,0,0,1,0,38,747,818,703
1242,B,1,,0,1,0,0,42,741,770,711
1243,B,0,8,1,1,1,0,46,813,766,764
1244,B,0,,0,1,0,0,53,734,684,723
1245,B,0,7,1,0,0,0,53,753,756,727
1246,B,1,,0,1,0,0,43,716,763,681
1247,B,1,7,1,1,0,0,44,767,773,733
1248,B,1,,1,0,1,0,54,756,833,706
1249,B,0,,0,0,0,0,52,744,744,725
1250,B,0,7,0,0,0,0,41,794,742,773
1251,B,1,,1,0,0,1,35,714,797,744
1252,B,0,7,1,0,0,0,42,748,784,699
1253,B,1,7,0,0,1,0,52,759,725,721
1254,B,0,8,0,0,0,1,34,794,769,765
1255,B,0,,0,0,1,0,38,730,771,709
1256,B,1,,1,0,0,0,58,789,712,766
1257,B,1,8,0,0,0,0,45,772,729,761
1258,B,1,8,1,1,0,0,39,723,707,699
1259,B,0,8,0,0,1,0,47,782,760,700
1260,B,1,7,0,0,1,0,59,726,792,670
1261,B,1,8,0,0,0,0,49,771,758,755
1262,B,0,7,0,0,0,0,41,761,783,781
1263,B,1,,0,0,0,1,34,711,779,700
1264,B,0,7,0,1,1,0,44,742,733,722
1265,B,1,,0,0,0,0,48,789,734,747
1266,B,1,,0,0,0,0,45,753,738,752
1267,B,0,8,0,0,0,0,42,744,745,723
1268,B,0,7,1,0,0,0,37,715,734,725
1269,B,1,8,0,1,1,0,41,773,762,775
1270,B,0,8,1,0,0,0,40,733,762,719
1271,B,1,,0,0,1,1,32,777,718,782
1272,B,0,,1,0,0,0,38,770,784,714
1273,B,0,8,0,0,1,1,30,786,745,727
1274,B,0,,0,1,0,0,47,782,706,771
1275,B,1,8,0,0,0,0,42,718,765,721
1276,B,1,,0,1,0,0,59,744,728,753
1277,B,1,,0,0,0,0,52,738,794,747
1278,B,1,7,1,0,0,1,34,711,703,650
1279,B,0,8,1,1,0,0,49,797,733,732
1280,B,0,7,0,0,0,0,38,775,760,778
1281,B,1,8,1,0,0,1,32,692,704,705
1282,B,0,8,1,0,0,1,32,753,752,701
1283,B,1,8,0,0,0,1,34,716,688,686
1284,B,1,7,1,1,0,0,59,771,766,725
1285,B,1,8,1,0,0,0,48,720,765,710
1286,B,0,,1,0,0,0,49,756,773,717
1287,B,1,7,0,1,0,1,32,805,746,822
1288,B,0,7,0,1,0,0,57,758,729,724
1289,B,0,7,0,0,0,0,53,723,768,690
1290,B,1,8,1,0,0,1,33,739,693,718
1291,B,0,,0,0,0,0,49,782,750,773
1292,B,0,8,0,0,0,0,39,747,758,744
1293,B,1,8,1,1,0,0,47,753,711,724
1294,B,1,8,1,1,0,0,47,716,717,680
1295,B,0,8,1,0,1,0,59,729,807,693
1296,B,0,7,1,0,0,1,34,744,779,704
1297,B,1,,0,0,0,0,38,757,717,754
1298,B,0,,0,0,1,0,53,764,777,741
1299,B,1,,0,0,0,0,45,770,788,714
1300,B,1,,0,0,0,1,31,744,724,717
1301,B,0,,1,0,0,0,47,804,722,788
1302,B,0,,0,0,0,0,51,786,731,760
1303,B,0,8,1,1,0,0,40,816,825,804
1304,B,1,7,0,0,1,1,33,737,749,695
1305,B,0,8,1,0,0,0,52,752,766,714
1306,B,0,,0,1,0,0,40,752,712,709
1307,B,0,7,1,0,0,1,32,727,795,714
1308,B,0,8,0,1,0,0,52,765,737,774
1309,B,0,,0,0,0,1,32,755,739,681
1310,B,1,,0,0,0,0,48,773,755,742
1311,B,0,7,0,1,1,0,53,751,770,733
1312,B,1,,0,0,1,0,55,741,763,686
1313,B,1,7,1,0,1,0,51,720,777,660
1314,B,0,7,0,0,0,0,47,750,773,734
1315,B,0,7,1,0,0,0,38,710,743,694
1316,B,0,,0,1,0,0,42,729,775,688
1317,B,0,,0,0,0,1,35,691,714,704
1318,B,0,,1,0,0,0,48,701,749,724
1319,B,0,,0,0,0,0,57,720,735,722
1320,B,0,8,0,0,0,0,41,821,803,818
1321,B,0,7,0,0,0,0,38,810,796,740
1322,B,1,8,0,0,0,1,35,737,686,704
1323,B,0,,0,0,0,1,30,725,732,739
1324,B,1,8,1,1,0,0,52,755,777,724
1325,B,1,8,1,0,0,0,54,748,762,746
1326,B,0,7,0,0,0,0,40,759,740,749
1327,B,0,,1,0,0,0,59,820,744,764
1328,B,0,,0,0,0,0,39,790,780,737
1329,B,1,8,0,0,0,0,54,723,754,692
1330,B,0,7,0,0,0,0,53,847,736,827
1331,B,0,,1,0,0,1,34,702,772,650
1332,B,0,7,0,0,0,0,57,776,724,761
1333,B,1,,0,1,0,1,36,686,742,697
1334,B,1,7,1,0,0,0,44,703,825,714
1335,B,1,8,1,0,0,0,37,759,730,764
1336,B,1,7,1,0,1,0,46,784,787,747
1337,B,1,,0,1,0,0,53,766,768,738
1338,B,1,7,0,0,0,0,49,738,786,688
1339,B,0,,0,0,1,0,52,696,720,663
1340,B,1,8,1,0,0,0,41,766,769,757
1341,B,1,7,0,0,0,0,55,816,711,744
1342,B,0,,1,1,0,0,47,753,775,693
1343,B,0,8,0,0,0,0,37,757,767,762
1344,B,1,7,1,1,0,0,58,732,775,716
1345,B,0,,0,0,0,0,51,775,773,750
1346,B,1,7,0,1,0,0,44,716,723,717
1347,B,1,8,1,0,1,0,39,718,734,699
1348,B,1,7,0,0,1,0,59,758,720,726
1349,B,1,7,0,1,0,0,37,766,729,728
1350,B,1,8,0,0,0,0,58,725,781,671
1351,B,0,7,0,0,0,0,43,712,733,672
1352,B,1,,1,0,1,0,52,766,745,754
1353,B,1,7,1,0,0,0,45,814,765,805
1354,B,0,7,1,0,0,1,31,728,827,723
1355,B,1,8,1,1,0,0,40,705,759,728
1356,B,1,7,0,0,1,1,30,755,749,728
1357,B,1,7,0,0,0,0,54,746,703,757
1358,B,1,7,1,0,0,0,40,742,717,795
1359,B,0,7,1,0,0,0,49,764,725,691
1360,B,0,,1,1,0,1,36,747,743,743
1361,B,1,7,0,0,0,1,35,795,685,737
1362,B,1,7,1,1,0,1,36,737,750,665
1363,B,1,,0,0,0,0,58,722,827,718
1364,B,0,8,0,0,0,1,36,791,739,775
1365,B,1,,0,0,0,0,58,752,734,676
1366,B,1,7,0,1,0,1,31,743,746,737
1367,B,0,,0,0,1,1,33,711,726,726
1368,B,1,,0,0,0,0,48,805,752,742
1369,B,1,8,1,0,0,1,31,767,753,710
1370,B,1,7,0,0,0,1,32,798,740,786
1371,B,1,,1,1,1,0,54,754,807,784
1372,B,1,,1,1,0,0,56,745,772,723
1373,B,1,8,0,0,0,0,39,763,748,694
1374,B,1,7,0,0,0,0,38,731,748,725
1375,B,1,8,0,0,0,1,36,775,751,721
1376,B,0,,0,1,0,1,31,790,795,780
1377,B,0,7,0,1,0,0,48,756,740,764
1378,B,1,,0,0,0,0,48,758,768,758
1379,B,1,,1,0,0,0,53,815,710,774
1380,B,1,7,1,0,0,0,45,785,681,755
1381,B,1,8,0,0,0,0,41,743,798,745
1382,B,1,,1,1,0,0,41,718,788,677
1383,B,1,,1,1,0,0,56,710,736,699
1384,B,0,,0,1,0,0,38,777,716,754
1385,B,1,7,1,0,0,0,49,770,790,712
1386,B,0,8,0,0,0,0,55,779,764,761
1387,B,1,8,0,0,0,0,40,745,765,754
1388,B,1,,0,0,0,0,53,766,724,691
1389,B,0,7,1,0,0,0,51,756,721,726
1390,B,0,,0,0,0,0,45,696,737,673
1391,B,1,8,0,0,0,0,52,734,778,708
1392,B,0,,0,0,0,0,49,800,792,754
1393,B,1,7,0,0,0,1,35,765,734,747
1394,B,1,,1,0,0,0,39,745,788,712
1395,B,0,7,1,0,0,0,49,783,798,740
1396,B,1,7,1,0,0,0,50,761,722,697
1397,B,1,,0,1,1,0,49,762,803,767
1398,B,0,,1,0,1,0,44,771,718,721
1399,B,0,8,0,0,0,1,34,728,728,698
1400,B,0,7,0,0,0,0,59,777,691,733
1401,B,0,,1,1,0,0,46,744,747,694
1402,B,1,7,1,0,0,0,40,755,775,731
1403,B,0,,0,1,0,0,37,737,766,785
1404,B,1,7,0,0,0,0,40,710,738,707
1405,B,1,8,0,0,0,0,52,745,850,696
1406,B,0,7,1,1,1,0,43,758,756,691
1407,B,0,8,0,0,1,0,53,820,731,818
1408,B,0,,0,0,0,0,46,765,729,706
1409,B,1,8,0,1,0,0,55,760,716,717
1410,B,0,,1,0,0,0,56,770,758,788
1411,B,1,,0,0,1,0,52,775,754,799
1412,B,1,8,0,1,0,0,44,744,745,704
1413,B,0,,0,0,0,0,58,744,753,739
1414,B,0,,1,0,0,0,44,787,750,786
1415,B,0,8,0,0,0,1,36,723,768,714
1416,B,0,7,0,0,0,1,34,736,730,726
1417,B,0,8,1,0,0,0,38,755,715,673
1418,B,0,8,1,0,0,1,35,799,741,774
1419,B,0,,1,0,0,1,33,718,758,697
1420,B,0,8,1,0,0,1,35,738,705,729
1421,B,0,,0,1,0,0,54,713,750,752
1422,B,0,7,0,0,0,0,46,783,727,774
1423,B,1,,0,1,0,1,32,765,726,757
1424,B,1,,0,1,0,0,56,747,754,718
1425,B,1,,1,0,0,0,51,767,776,760
1426,B,1,,1,0,0,1,31,771,781,735
1427,B,1,7,0,0,0,0,44,697,731,663
1428,B,1,7,0,0,0,0,40,751,760,721
1429,B,0,7,0,0,0,0,53,796,765,748
1430,B,1,8,1,0,1,0,40,720,731,678
1431,B,0,7,0,1,0,1,30,778,744,692
1432,B,0,8,1,0,1,1,31,741,698,740
1433,B,0,,1,0,0,0,53,813,715,782
1434,B,1,8,1,0,0,0,46,753,795,679
1435,B,1,7,0,0,0,0,51,804,756,772
1436,B,0,8,0,1,0,0,52,791,705,757
1437,B,1,,0,0,0,0,59,784,800,767
1438,B,1,8,1,1,0,0,52,758,727,728
1439,B,1,,1,0,0,1,30,725,784,701
1440,B,1,7,0,1,0,0,37,727,750,721
1441,B,0,7,1,1,0,0,55,775,718,764
1442,B,1,7,1,1,0,1,35,682,727,700
1443,B,1,8,0,1,0,0,52,715,754,691
1444,B,1,8,1,0,0,0,51,762,733,741
1445,B,0,7,0,1,0,1,36,713,756,726
1446,B,1,8,1,1,0,0,42,735,740,738
1447,B,0,,0,1,1,0,54,762,776,754
1448,B,0,8,0,0,0,0,55,773,770,764
1449,B,1,7,0,0,0,0,48,774,729,774
1450,B,1,8,0,0,0,0,41,751,746,735
1451,B,0,8,0,1,0,0,38,756,712,774
1452,B,0,7,0,0,0,0,38,793,750,786
1453,B,1,,0,0,0,0,50,784,734,775
1454,B,0,,0,1,1,1,33,761,764,744
1455,B,0,7,0,0,0,0,39,751,764,750
1456,B,1,,0,0,0,0,43,702,790,677
1457,B,1,,0,1,0,0,45,772,711,744
1458,B,1,7,0,0,0,0,43,760,716,727
1459,B,1,7,0,0,0,1,34,701,761,653
1460,B,1,7,0,0,0,0,59,749,727,752
1461,B,1,,1,0,0,0,49,753,741,713
1462,B,1,8,0,0,0,1,33,732,806,705
1463,B,1,8,1,0,0,1,33,773,749,750
1464,B,1,,0,0,1,0,38,766,780,796
1465,B,1,7,0,0,1,0,56,726,757,693
1466,B,1,,0,1,0,0,45,744,782,682
1467,B,0,,1,0,0,0,50,768,762,750
1468,B,1,7,0,0,0,0,42,769,719,763
1469,B,1,8,0,0,0,0,50,748,757,731
1470,B,1,8,1,0,0,0,37,733,803,741
1471,B,1,,1,1,0,0,46,768,742,730
1472,B,0,7,1,1,0,1,35,763,739,743
1473,B,0,7,0,0,0,1,35,764,733,752
1474,B,0,7,0,1,0,0,45,703,745,650
1475,B,0,7,0,1,0,0,44,775,683,759
1476,B,0,8,0,0,0,1,34,739,742,693
1477,B,1,7,0,0,1,0,58,736,708,699
1478,B,1,7,1,0,0,1,36,775,717,752
1479,B,1,,1,0,1,1,34,713,768,666
1480,B,0,8,1,0,0,0,42,698,744,701
1481,B,1,8,0,0,0,0,54,767,689,714
1482,B,1,7,1,1,0,0,52,774,739,750
1483,B,0,7,0,0,0,0,40,741,789,676
1484,B,0,,0,0,0,0,51,745,685,650
1485,B,0,8,1,0,0,0,43,745,787,772
1486,B,0,,0,0,0,1,32,746,731,749
1487,B,1,8,0,1,0,0,46,795,701,779
1488,B,1,,0,0,0,0,42,749,737,705
1489,B,1,,1,1,0,0,45,722,696,707
1490,B,1,7,0,0,0,1,31,693,750,655
1491,B,1,8,1,1,0,0,42,727,808,671
1492,B,0,,0,0,1,0,54,788,765,785
1493,B,1,,0,0,1,0,45,736,773,724
1494,B,0,,0,0,0,0,58,727,748,713
1495,B,1,,1,0,0,0,53,722,745,684
1496,B,1,7,0,0,0,0,50,751,729,765
1497,B,1,,1,0,0,0,42,751,780,720
1498,B,0,7,1,0,1,0,49,778,717,745
1499,B,1,,1,0,0,0,39,747,724,668
1500,B,1,7,0,1,0,0,54,701,743,686
1501,B,0,7,1,1,0,0,56,719,805,718
1502,B,1,8,1,0,0,0,51,753,710,759
1503,B,0,7,0,0,0,0,38,762,728,721
1504,B,0,8,0,0,0,0,56,719,718,778
1505,B,1,,0,0,0,0,47,739,759,737
1506,B,1,8,1,0,0,0,41,774,745,737
1507,B,0,8,0,0,0,0,42,718,741,685
1508,B,0,8,1,0,0,0,44,733,737,708
1509,B,1,8,0,0,0,1,34,728,714,693
1510,B,1,7,1,0,0,0,57,727,705,675
1511,B,0,,0,0,0,0,49,717,781,689
1512,B,1,7,0,1,1,0,48,763,788,749
1513,B,0,8,0,1,0,0,43,709,795,650
1514,B,0,7,1,0,0,0,41,709,774,691
1515,B,1,7,0,1,0,0,49,670,775,650
1516,B,0,7,0,0,1,0,59,739,733,724
1517,B,1,8,0,0,0,0,40,762,722,727
1518,B,0,,1,0,0,0,54,729,750,689
1519,B,0,,1,0,0,0,49,741,735,698
1520,B,0,8,0,0,0,0,47,787,783,754
1521,B,0,8,1,0,0,0,51,796,688,718
1522,B,0,8,0,1,1,1,34,726,698,725
1523,B,1,7,0,1,1,0,38,752,754,730
1524,B,0,8,1,0,0,1,31,722,745,735
1525,B,1,,1,1,1,0,56,714,828,690
1526,B,1,,0,0,0,0,49,764,676,741
1527,B,1,8,1,0,0,0,40,783,711,756
1528,B,0,7,0,0,1,0,45,706,744,692
1529,B,1,8,0,0,0,0,58,736,707,740
1530,B,0,,0,0,0,0,59,763,757,715
1531,B,1,7,1,1,0,0,59,743,714,712
1532,B,1,7,0,1,0,0,49,742,755,710
1533,B,1,,1,1,0,0,48,775,748,687
1534,B,1,,0,0,0,1,34,769,761,732
1535,B,1,7,0,0,1,0,46,757,785,706
1536,B,0,,0,1,0,0,51,723,791,698
1537,B,0,7,0,0,0,0,49,768,791,742
1538,B,1,8,1,0,0,1,30,729,721,723
1539,B,0,7,0,0,0,1,31,718,799,677
1540,B,1,,1,0,0,0,37,747,750,765
1541,B,1,,0,0,1,0,55,768,712,729
1542,B,0,7,0,1,0,0,59,705,759,692
1543,B,1,8,0,0,0,1,32,741,738,737
1544,B,1,8,1,1,0,0,52,786,778,751
1545,B,0,7,0,0,0,0,52,713,718,759
1546,B,1,7,0,0,0,1,30,732,709,672
1547,B,1,,1,1,0,0,54,768,718,726
1548,B,0,,0,1,0,1,35,748,731,743
1549,B,1,7,0,1,0,0,52,762,732,687
1550,B,0,,0,0,0,1,35,760,683,727
1551,B,1,8,1,0,1,0,38,702,741,650
1552,B,0,8,0,0,0,1,34,765,744,747
1553,B,0,7,0,0,0,0,55,767,748,770
1554,B,1,8,1,0,0,0,41,850,776,825
1555,B,0,7,0,0,0,1,31,765,697,787
1556,B,1,,0,0,0,1,36,721,801,681
1557,B,0,7,1,0,1,0,55,746,831,722
1558,B,1,7,0,0,0,0,42,747,762,718
1559,B,0,,0,0,0,0,48,711,730,672
1560,B,0,8,0,0,0,0,45,701,715,663
1561,B,0,,0,0,0,0,54,753,746,722
1562,B,0,,0,0,0,0,37,721,824,692
1563,B,0,7,1,1,0,0,40,740,743,674
1564,B,1,7,0,1,0,0,46,763,799,778
1565,B,1,7,0,0,0,1,36,748,781,716
1566,B,0,8,1,0,0,0,45,744,724,703
1567,B,1,7,1,0,0,0,51,733,755,712
1568,B,0,7,0,0,0,1,33,772,715,739
1569,B,1,8,0,0,0,0,37,750,743,705
1570,B,1,7,0,0,1,0,56,760,687,734
1571,B,1,,0,0,0,0,44,728,737,752
1572,B,0,,1,1,0,0,56,720,750,683
1573,B,1,7,1,0,1,0,45,732,771,724
1574,B,0,7,1,0,0,0,43,714,709,713
1575,B,0,8,0,0,1,0,37,784,718,715
1576,B,0,7,1,1,0,0,51,748,779,697
1577,B,0,,0,0,0,0,41,743,762,703
1578,B,0,7,1,1,1,0,52,741,775,713
1579,B,0,8,0,0,0,0,54,759,742,754
1580,B,1,,0,0,0,0,56,730,710,745
1581,B,0,7,0,0,0,0,49,721,764,720
1582,B,1,7,1,0,0,0,43,749,721,774
1583,B,0,8,1,0,0,0,45,774,788,765
1584,B,0,7,0,1,1,0,39,758,741,778
1585,B,1,7,1,0,0,1,33,710,775,703
1586,B,0,8,1,0,0,1,35,733,748,748
1587,B,0,,0,0,0,0,45,734,748,741
1588,B,0,7,0,1,0,0,44,771,742,739
1589,B,0,7,0,1,1,0,53,700,785,650
1590,B,0,,1,0,0,0,40,792,767,789
1591,B,1,8,0,1,0,0,53,777,749,776
1592,B,1,7,0,1,0,0,40,734,732,696
1593,B,0,7,0,0,0,0,50,745,744,754
1594,B,1,7,0,0,0,0,58,732,784,738
1595,B,1,8,1,1,0,0,45,764,748,745
1596,B,0,8,0,0,1,0,50,727,759,688
1597,B,1,,1,1,0,0,49,702,721,691
1598,B,1,,0,0,0,0,50,746,751,795
1599,B,0,8,1,0,1,1,35,818,766,836
1600,B,0,8,0,0,0,0,46,754,782,730
1601,B,0,7,1,0,0,1,35,738,699,662
1602,B,1,8,0,1,0,0,57,712,822,705
1603,B,1,8,1,0,1,0,45,770,786,736
1604,B,0,8,0,0,0,1,35,751,759,746
1605,B,1,,0,0,1,1,35,761,752,748
1606,B,1,,1,0,0,0,44,746,738,701
1607,B,0,,0,0,1,0,37,780,803,758
1608,B,0,7,0,0,1,1,36,743,717,741
1609,B,0,,1,0,0,0,48,742,772,731
1610,B,0,8,1,0,1,0,48,734,749,711
1611,B,0,,1,0,1,0,37,736,746,707
1612,B,0,,1,0,0,0,58,765,811,736
1613,B,1,7,1,0,0,1,31,726,695,717
1614,B,1,8,0,0,1,0,52,752,735,747
1615,B,0,,1,0,0,0,58,734,774,716
1616,B,1,7,1,1,0,0,56,710,688,673
1617,B,0,,1,1,1,0,38,728,777,752
1618,B,0,,0,0,0,0,47,811,724,806
1619,B,0,7,0,1,0,0,59,704,750,692
1620,B,0,7,0,0,0,0,50,705,773,747
1621,B,1,7,1,0,0,0,53,742,737,659
1622,B,1,7,0,0,0,0,44,697,721,650
1623,B,0,,0,0,0,0,55,714,726,704
1624,B,1,8,0,1,1,0,59,650,778,697
1625,B,1,,1,1,0,1,32,763,761,735
1626,B,0,,0,1,0,0,49,737,798,701
1627,B,1,7,0,0,1,1,33,729,775,735
1628,B,0,8,1,0,0,0,37,776,744,729
1629,B,0,7,0,0,0,1,35,755,790,726
1630,B,1,,0,0,0,0,39,705,747,710
1631,B,1,7,1,0,0,0,49,691,720,666
1632,B,1,7,0,0,0,0,45,730,772,719
1633,B,0,7,0,0,0,0,42,763,736,712
1634,B,1,,0,0,0,0,59,721,751,664
1635,B,1,8,0,0,0,0,52,697,732,650
1636,B,1,7,1,0,1,1,34,756,750,709
1637,B,0,,1,0,0,0,37,788,761,738
1638,B,1,7,0,0,0,0,45,792,722,792
1639,B,1,,1,0,1,0,47,755,777,716
1640,B,0,8,0,0,0,1,32,778,788,774
1641,B,1,,1,0,0,0,42,796,755,745
1642,B,0,7,0,0,0,0,38,737,736,740
1643,B,0,8,0,0,0,0,52,796,703,720
1644,B,0,,0,0,1,1,36,751,758,773
1645,B,0,8,0,0,0,0,47,752,724,720
1646,B,1,8,0,0,0,0,53,746,732,713
1647,B,0,8,0,0,0,1,35,753,764,703
1648,B,0,8,0,1,0,0,41,730,784,736
1649,B,0,8,1,0,0,0,50,666,761,680
1650,B,1,,0,0,0,1,34,796,805,811
1651,B,0,8,0,0,0,1,31,741,790,724
1652,B,0,7,1,0,1,1,34,728,780,703
1653,B,1,8,0,0,0,0,56,748,712,690
1654,B,0,,0,1,0,1,35,762,731,748
1655,B,1,,1,1,0,0,42,724,735,689
1656,B,0,,1,1,1,0,39,736,760,739
1657,B,0,,1,1,0,0,47,713,736,678
1658,B,0,7,0,0,0,0,40,767,800,740
1659,B,1,7,0,0,0,1,35,722,759,694
1660,B,0,7,1,0,0,0,39,751,754,756
1661,B,0,,1,0,0,1,36,746,755,761
1662,B,1,7,1,0,1,0,45,779,706,746
1663,B,1,7,1,0,1,0,48,776,756,718
1664,B,0,7,1,1,0,0,45,768,703,820
1665,B,1,7,0,1,0,0,50,778,733,774
1666,B,1,7,1,0,0,0,55,798,744,742
1667,B,0,,1,0,0,0,39,767,754,707
1668,B,1,7,1,0,0,0,46,782,789,764
1669,B,1,,0,1,0,1,35,766,741,750
1670,B,0,8,0,0,0,0,37,742,794,669
1671,B,0,7,0,0,0,0,59,779,722,739
1672,B,0,8,0,0,0,0,53,704,745,670
1673,B,1,,1,0,0,1,33,735,750,732
1674,B,0,,1,0,0,0,54,711,746,694
1675,B,1,8,1,0,0,1,36,758,730,715
1676,B,1,,1,0,0,1,30,735,739,718
1677,B,0,7,1,1,1,0,42,799,724,818
1678,B,1,7,0,0,0,0,56,760,762,734
1679,B,0,8,1,0,0,0,56,786,780,729
1680,B,1,8,1,0,0,1,31,689,651,650
1681,B,1,7,1,1,0,1,36,821,737,775
1682,B,0,7,0,0,0,1,33,703,772,728
1683,B,1,,0,1,0,0,56,833,768,795
1684,B,1,,1,0,0,1,30,805,788,836
1685,B,0,8,1,1,0,0,42,772,707,705
1686,B,1,8,0,0,0,0,47,774,734,768
1687,B,1,8,0,0,0,1,33,748,701,712
1688,B,1,,0,1,0,0,53,735,755,731
1689,B,0,,0,0,0,0,41,757,749,750
1690,B,0,8,0,0,0,1,35,751,809,726
1691,B,1,7,1,0,1,0,41,741,808,692
1692,B,0,,1,1,1,0,46,696,744,667
1693,B,0,7,0,0,0,1,35,812,756,808
1694,B,0,8,0,1,0,0,44,749,749,691
1695,B,1,7,0,0,0,1,31,719,779,694
1696,B,0,,1,0,0,1,36,718,748,695
1697,B,1,7,0,0,0,0,52,784,736,775
1698,B,0,7,0,0,0,0,55,725,749,735
1699,B,1,8,0,0,0,0,58,739,771,659
1700,B,1,7,0,0,0,0,50,785,776,764
1701,B,1,,0,0,0,0,59,772,762,762
1702,B,1,7,0,0,0,0,45,803,684,742
1703,B,0,,1,0,0,0,50,765,734,709
1704,B,0,,0,0,0,0,54,751,726,734
1705,B,0,7,0,1,0,0,57,773,766,789
1706,B,1,,0,0,1,0,38,733,731,724
1707,B,0,7,0,1,0,0,54,708,720,677
1708,B,0,7,0,0,0,0,39,714,776,696
1709,B,0,,0,0,0,1,32,789,759,769
1710,B,0,8,0,0,0,0,39,719,756,702
1711,B,1,7,1,0,0,0,57,711,750,691
1712,B,1,,1,0,1,0,42,688,771,662
1713,B,1,7,0,0,0,0,55,761,712,712
1714,B,0,8,1,1,1,0,47,800,774,777
1715,B,0,,0,1,0,0,49,697,714,650
1716,B,0,7,1,0,0,0,51,720,752,732
1717,B,0,8,1,1,0,0,40,705,776,705
1718,B,1,8,1,0,0,0,59,734,733,710
1719,B,0,7,1,0,1,0,39,724,726,684
1720,B,1,7,1,0,0,0,47,746,743,693
1721,B,0,7,1,0,1,1,30,740,701,740
1722,B,0,7,1,1,0,1,35,741,775,725
1723,B,1,7,0,0,0,0,40,756,672,761
1724,B,1,7,0,0,0,0,42,744,718,728
1725,B,1,7,1,0,0,0,48,763,770,737
1726,B,1,,1,0,1,0,50,705,689,664
1727,B,1,,0,1,0,0,48,770,756,737
1728,B,0,7,1,0,0,0,53,778,776,766
1729,B,1,7,0,1,0,0,53,744,733,699
1730,B,1,,0,0,0,0,49,741,774,684
1731,B,1,8,1,0,0,0,38,740,757,679
1732,B,1,,0,0,0,0,47,811,824,774
1733,B,1,7,0,0,0,0,43,766,760,752
1734,B,0,7,1,1,0,0,54,695,731,682
